id        	scores          	mean	title
vjbIer5R2H	1,3,8,1         	3.2 	Improved Risk Bounds with Unbounded Losses for Transductive Learning
hVpAjJPfgZ	3,3,6,1         	3.2 	Overcoming Lookback Window Limitations: Exploring Longer Windows in Long-Term Time Series Forecasting
SQl6T4dfs8	3,6,3,1         	3.2 	Koopman Universal Neural Dynamic Operator: Achieving Fully Explicit Expression Identification for Nonlinear Dynamical Systems
mlPTNEIsgb	1,5,6,1         	3.2 	Solving Blind Non-linear Forward and Inverse Problem for Audio Applications
0yVP49SDg0	3,3,1,6         	3.2 	Mamba-HMIL: Hierarchical Multiple Instance Learning via State Space Model for Whole Slide Image Diagnosis
EXaKfdsw04	6,1,3,3         	3.2 	StepProof: Step-by-step verification of natural language mathematical proofs
HwkELcW2ft	3,1,6,3         	3.2 	Searching For Robust Point Cloud Distillation
gG7P1SL0QS	5,1,6,3,1       	3.2 	Analyzing and Optimizing Perturbation of DP-SGD Geometrically
nE3flbe88p	3,3,6,1         	3.2 	TeamCraft: A Benchmark for Embodied Multi-Agent Systems in Minecraft
vQIVbfTMzf	3,3,6,1         	3.2 	Adapting to both finite-sample and asymptotic regimes
sr0My6yDNu	3,3,1,6         	3.2 	Maintaining Adversarial Robustness in  Continuous Learning
WxLwXyBJLw	3,1,3,6         	3.2 	Flow Matching for One-Step Sampling
GhT6NjiLeA	6,1,3,3         	3.2 	Exact Shapley Value for Local and Global Explanation of Additive Gaussian Processes
licAR8FPTW	3,6,3,1,3,3     	3.2 	Evaluating Oversight Robustness with Incentivized Reward Hacking
Og7ZZd7hDm	6,3,1,3         	3.2 	Faster Adaptive Momentum-Based Federated Methods for Distributed Composition Optimization
Ql7msQBqoF	1,3,3,6         	3.2 	MAC-CAFE: Multi-actor, Centralized Critic Architecture for Feedback-driven Editing
BltaWJZMeR	1,3,6,3,3       	3.2 	DataSciBench: An LLM Agent Benchmark for Data Science
5AJ8R4z5g0	3,1,6,3         	3.2 	Potential Outcomes Estimation Under Hidden Confounders
HXwrppoSPc	1,6,3,3         	3.2 	COMiX: Compositional explanations using prototypes
Y98ehgkFgI	1,3,6,3         	3.2 	Network-based Active Inference and its Application in Robotics
GOjr2Ms5ID	1,3,6,3         	3.2 	Cascaded Learned Bloom filter for Optimal Model-Filter Size Balance and Fast Rejection
TRHyAnInUC	3,3,1,6         	3.2 	$D^3PM$: Diffusion Model Responds to the Duty Call from Causal Discovery
cPZepCZlFW	3,6,1,3         	3.2 	Capturing and Mitigating Gradient Aggregation Errors for Fault-Tolerant Distributed Training
sTI75sFQkn	3,6,3,1         	3.2 	dFCExpert: Learning Dynamic Functional Connectivity Patterns with Modularity and State Experts
mBJF0p9yRR	3,1,6,3         	3.2 	Almost Sure Convergence of Average Reward Temporal Difference Learning
vK8C37eHXM	3,3,1,3,6       	3.2 	Sample what you can't compress
fnnDtyMxcX	1,3,6,3         	3.2 	HeNCler: Node Clustering in Heterophilous Graphs via Learned Asymmetric Similarity
Rx5LhMMr0c	1,6,3,3         	3.2 	DeCo: Decoupling Token Compression from Semantic Abstraction in Multimodal Large Language Models
OovfCS4FYT	1,6,3,3         	3.2 	Modeling Divisive Normalization as Learned Local Competition in Visual Cortex
VRRuYBaq9u	3,6,1,3         	3.2 	Leveraging Additional Information in POMDPs with Guided Policy Optimization
ju4EwaLeoI	1,6,3,3         	3.2 	Ref-EMGBench: Benchmarking Reference Normalization for Electromyography Data
qDCkEHN3m8	3,1,6,3,3       	3.2 	Robust Spike-based Decoupled Federated Information Bottleneck Learning with Spiking Neural Network under System Heterogeneity
IfPfUHRowT	1,6,3,3         	3.2 	Inpainting the Sinogram from Computed Tomography using Latent Diffusion Model and Physics
RBqvU12SHz	3,3,6,1         	3.2 	Structural Probing with Feature Interaction
Zi1QNJKXAD	6,3,3,1,3       	3.2 	Solving robust MDPs as a sequence of static RL problems
iucVyVC8jQ	3,3,1,6         	3.2 	A Dual-Fusion Cognitive Diagnosis Framework for Open Student Learning Environments
pl2c1PoiGO	3,6,3,3,3,1,3   	3.1 	Multi-Channel Graph Convolutions
Zy7zGe5YfE	3,5,1           	3.0 	Simulation-Based Inference with Uncertainty Quantification using Generative Models in Quantum Chromodynamics
h5xc46rWcZ	3,3,3,3         	3.0 	Lost-in-Distance: Impact of Contextual Proximity on LLM Performance in Graph Tasks
1W6oINj8ne	1,5,3,3         	3.0 	BRSSD10k :  A SEGMENTATION DATASET \\OF BANGLADESHI ROAD SCENARIO
nM2kuesKpC	3,3,3,3         	3.0 	D2P2-SGD: Dynamically Differentially Private Projected Stochastic Gradient Descent
b1vVm6Ldrd	3,3,3,3,3       	3.0 	Entering Real Social World! Benchmarking the Theory of Mind and Socialization Capabilities of LLMs from a First-person Perspective
fBSc0c1IXJ	3,3,3,3,3       	3.0 	Remote Reinforcement Learning with Communication Constraints
V8cMqUZT8o	1,5,3,3         	3.0 	Text Attributed Graph Node Classification Using Sheaf Neural Networks and Large Language Models
VNqERlTCQX	3,5,3,1         	3.0 	Similarity-Driven Regularization for Aligning Chemical and Latent Spaces in Molecular Design
V0GlKhMLFl	3,3,5,1         	3.0 	Diversify and Conquer: Diversity-Centric Data Selection with Iterative Refinement
V83xzYnZ5q	3,3,3           	3.0 	Mechanism-Empowered Multivariate Time Series Forecasting Model: Application to Tuberculosis Prediction
f47c05mcOj	1,3,3,5         	3.0 	Adaptive Log-Exp Perturbations for Secure AI Image Compression
V1MDIFbqCp	3,3,1,5         	3.0 	Probabilistic Feature Smoothed Gaussian Process For Imbalanced Regression
dIK7GpOwNY	3,3,3,3         	3.0 	Complexity Matters: Effective Dimensionality as a Measure for Adversarial Robustness
2RNGX3iTr6	5,3,1           	3.0 	Tabby: Tabular Adaptation for Language Models
z4Ho599uOL	3,3,3,3         	3.0 	STARJOB: DATASET FOR LLM-DRIVEN JOB SHOP SCHEDULING
n87wrNlcJu	3,3,3,3         	3.0 	AutoRegressive Knowledge Base Completion
igZ5PlRB0t	3,3,3           	3.0 	Advancing Supervised Local Learning Beyond Classification with Long-term Feature Bank
f7aWmxgSN4	3,3,3,3         	3.0 	Generalization from Starvation: Hints of Universality in LLM Knowledge Graph Learning
cLj51OYBsh	3,3,3,3         	3.0 	Power of Augmented Replicas in Out-Of-Distribution Detection
kTjEPEy96Q	3,3,1,5         	3.0 	Evaluating the Unseen: A Novel Framework for Assessing Unsupervised Concept Bottleneck Models
hAyw43h0MH	3,3,5,1         	3.0 	Smoothness Bridges Sparsity and Stability in MoEs
igGeaxOiFM	3,3,3,3         	3.0 	HoLoRA: Combining Orthogonal Fine-Tuning and LoRA with Householder Reflectors
V73W8MXnNW	3,3,3           	3.0 	Progressive Visual Relationship Inference
cLws58ZojF	3,3,3,3         	3.0 	An Exploration of Speech Conditioned Large Language Models (SLMs)
V6AI97jJ3J	5,1,3,3         	3.0 	UniVIEDM: A Diffusion Model to Unify Visual Information Extraction Subtasks
lNtio1tdbL	5,1,1,5         	3.0 	ATM: Improving Model Merging by Alternating Tuning and Merging
V9UsZBbTvZ	3,3,3,3         	3.0 	Masked Mamba: An Efficient Self-Supervised Framework for Pathological Image Classification
ZBL26FX0FT	3,3,3,3         	3.0 	Socrates Loss for training ad-hoc calibrated selective classifiers
UsMTuRraOR	1,3,5,3         	3.0 	Human-like Communication Strategies for Improved Multi-Agent Reinforcement Learning
zlAUnwhE2v	3,1,3,5         	3.0 	ChemThinker: Thinking Like a Chemist with Multi-Agent LLMs for Deep Molecular Insights
U2ZtvonVQz	3,3,3,3         	3.0 	DC-PINNs: Physics-Informed Neural Networks for Solving Derivative-Constrained PDEs
TxIrMD6lAN	3,3,5,3,1       	3.0 	Incremental Learning with Task-Specific Adapters
acDwoHrwZ8	3,3,3           	3.0 	I Want to Break Free! Persuasion and Anti-Social Behavior of LLMs in Multi-Agent Settings with Social Hierarchy
hghJJJUJJR	3,3,3,3         	3.0 	DimOL: Dimensional Awareness as a New 'Dimension' in Operator Learning
dAavOuxZvo	3,3,3           	3.0 	VIPaint: Image Inpainting with Pre-Trained Diffusion Models via Variational Inference
zZ3eYI0QXN	3,3,3,3         	3.0 	Simple, Accurate, and Efficient Axis-Aligned Decision Tree Learning
iL9A4e8RdS	3,3,3,3         	3.0 	Explanation using Simulation
cxB0fPNZkx	1,5,3,3         	3.0 	Global-to-Local Support Spectrums for Model Explainability
adrPcTD2cz	3,3,1,5         	3.0 	Weighted-Rank Contrastive Regression for Robust Learning on Imbalance Social Media Popularity Prediction
TkbjqexD8w	3,3,1,5         	3.0 	Invariant Spatiotemporal Representation Learning for Cross-patient Seizure Classification
hqxzi4d3Ws	3,3,3,3         	3.0 	Provably Noise-Resilient Training of Parameterized Quantum Circuits
hrMNbdxcqL	3,3,3,3         	3.0 	G2T-LLM: Graph-to-Tree Text Encoding for Molecule Generation with Fine-Tuned Large Language Models
TadxJc1XAE	3,5,1           	3.0 	TeacherActivityNet: A Novel Dataset for Monitoring Faculty Activities in Office Settings
2orBSi7pvi	3,3,3,3         	3.0 	STDM: Spatio-Temporal Diffusion Models for Time Series Analysis
04RLVxDvig	3,3,3,3         	3.0 	NanoMoE: Scaling Mixture of Experts to Individual Layers for Parameter-Efficient Deep Learning
04RGjODVj3	3,3,5,1         	3.0 	From Rest to Action: Adaptive Weight Generation for Motor Imagery Classification from Resting-State EEG Using Hypernetworks
0jmFRA64Vw	3,3,3           	3.0 	FedComLoc: Communication-Efficient Distributed Training of Sparse and Quantized Models
o3V7OuPxu4	3,3,3,3         	3.0 	StarCraft II Arena: Evaluating LLMs in Strategic Planning, Real-Time Decision Making, and Adaptability
i1G4AWXHRv	3,1,5,1,5       	3.0 	Superpipeline: A Universal Approach for Reducing GPU Memory Usage in Large Models
ywgwArtbDq	5,1,3,3         	3.0 	Seeing Through the Mask: Rethinking Adversarial Examples for CAPTCHAs
i25WJWnsmq	3,3,3           	3.0 	Optimizing Dynamic Treatment Strategies with Reinforcement Learning and Dual-Hawkes Process in Clinical Environments
i8ynYkfoRg	3,3,5,1         	3.0 	Model Entanglement for solving Privacy Preserving in Federated Learning
hfRb6yC0W0	3,3,1,5         	3.0 	Perceived speech decoding and neurophysiological knowledge mining with explainable AI and non-invasive  brain activity recordings
U6UPhLBTcv	3,3,3           	3.0 	SyGRID: Synthetically Generated Realistic Industrial Dataset
hbWFeQ1zBp	1,1,5,5         	3.0 	SWIFT: Mapping Sub-series with Wavelet Decomposition Improves Time Series Forecasting
hZztyfmr8n	3,5,3,1         	3.0 	COSTAR: Dynamic Safety Constraints Adaptation in Safe Reinforcement Learning
exIN7Z0wDf	3,3,3,3         	3.0 	Multimodal Sentiment Analysis Based on Causal Reasoning
12iSWNLDzj	3,3,3,3         	3.0 	Text To Stealthy Adversarial Face Masks
UldnqRQWKS	3,3,3,3         	3.0 	Scaling Laws For Mixed Quantization In Large Language Models
iWCfiDxLIY	3,3,3,3         	3.0 	A GREAT Architecture for Edge-Based Graph Problems Like TSP
z3DMFpaP6m	5,1,3           	3.0 	On the Entropy of Language Models in Getting Semantic from Tokens
1S8ndwxMts	3,1,3,5         	3.0 	Towards Robust Evaluation of Protein Generative Models: A Systematic Analysis of Metrics
iRgzG5DKgA	3,3,3,3         	3.0 	Fair4Free: Generating High-fidelity Fair Synthetic Samples using Data-Free Distillation
jOuHjFw71C	3,3,5,1         	3.0 	Planning in Strawberry Fields: Evaluating and Improving the Planning and Scheduling Capabilities of LRM o1
z2QdVmhtAP	3,3,3           	3.0 	Efficient Multi Subject Visual Reconstruction from fMRI Using Aligned Representations
z1yI8uoVU3	3,3,3,3         	3.0 	Measuring Effects of Steered Representation in Large Language Models
nWO75tVjfp	3,3,1,5         	3.0 	CompassDock: Comprehensive Accurate Assessment Approach for Deep Learning-Based Molecular Docking in Inference and Fine-Tuning
kT6oc5CpEi	3,3,3           	3.0 	BlackDAN: A Black-Box Multi-Objective Approach to Effective and Contextual Jailbreaking of Language Models
15lk4nBXYb	3,3,3,3         	3.0 	CCM-DiT: Camera-pose Controllable Method for DiT-based Video Generation
enQSCx47Ud	3,3,3,3,3       	3.0 	Addressing Inverse Problems in Frame Restoration with Siamese Conditional Variational Autoencoders
1MHgMGoqsH	3,3,3           	3.0 	Unifying Back-Propagation and Forward-Forward Algorithms through Model Predictive Control
UO6JmbwVkC	3,3,3,3         	3.0 	Rethinking end-to-end prediction of adsorption energies from a causal perspective
kNvwWXp6xD	3,5,1           	3.0 	Seeker: Enhancing Exception Handling in Code with a LLM-based Multi-Agent Approach
cWrqs2lwCJ	3,1,5,3         	3.0 	Thinking Forward and Backward: Effective Backward Planning with Large Language Models
UFwefiypla	3,3,5,1         	3.0 	DM-Codec: Distilling Multimodal Representations for Speech Tokenization
lAkke7Yj1T	3,1,3,5         	3.0 	Paramanu: A Family of Novel Efficient Generative Foundation Language Models for Indian Languages
UCOPY3FZQW	3,3,3           	3.0 	A novel Visible Multilayer Concept Factorization for Image Data Representation and Clustering
cXxfVkRCHJ	3,3,3           	3.0 	Offline-to-Online Reinforcement Learning with Classifier-Free Diffusion Generation
aXSxSu3fvg	3,3,3,3         	3.0 	Training Semi-Supervised Deep Learning Models with Heuristic Early Stopping Rules
afgqQYxTyR	3,3,5,1         	3.0 	AutoLoRA: AutoGuidance Meets Low-Rank Adaptation for Diffusion Models
10kBEqYKKN	3,3,3           	3.0 	Impact of Prompt on Latent Representations in LLMs
cSnbM9SIJJ	3,3,3,3         	3.0 	Very Large-Scale Multi-Agent Simulation with LLM-Powered Agents
dj8CaE1G7m	3,1,5,3         	3.0 	The Power of Data: How LSTMs Outshine Disease Progression Modeling with Two Simple Mechanisms
n7iwmPacDt	3,3,3,3         	3.0 	Polybasic Speculative Decoding Under a Theoretical Perspective
YGDWW6rzYX	3,3,3,3         	3.0 	ZeroSumEval: Scaling LLM Evaluation with Inter-Model Competition
bOpHCZNRPQ	3,3,3,3         	3.0 	HSR-Enhanced Sparse Attention Acceleration
fsmEuS5ZNg	3,5,1           	3.0 	Multi-Model Induced Source-free Video Domain Adaptation
Y93F5eNmZG	3,3,3,3         	3.0 	Deep LPPLS: Forecasting of temporal critical points in natural, engineering and financial systems via deep learning
ZNsWJkFrqQ	3,5,1,3         	3.0 	GLIMO: Grounding Large Language Models With Imperfect World Models
m9BiWVTJDx	3,3,3,3,3       	3.0 	A Probabilistic Approach to Optimizing Hardware Control Parameters in System Property Estimation using Gumbel-Softmax
ZP1HqLus4y	3,3,3           	3.0 	CONTINUAL FINITE-SUM MINIMIZATION UNDER THE POLYAK-ŁOJASIEWICZ CONDITION
fSbPwHjdDG	3,1,5           	3.0 	Llamas (mostly) think in English: On Causal Interventions in the Latent Language of Transformers
e2F0mJJeN0	3,3,3           	3.0 	Geometric Median (GM) Matching for Robust Data Pruning
0T8vCKa7yu	3,3,3,3         	3.0 	LLM Compression with Convex Optimization—Part 1: Weight Quantization
bBUhlynfRX	3,3,3           	3.0 	A Brain-Inspired Regularizer for Adversarial Robustness
jbfDg4DgAk	3,3,1,5         	3.0 	Sparse Watermarking in LLMs with Enhanced Text Quality
ZT33ACedmn	3,3,3           	3.0 	LLM-ABBA: Fine-Tuning Large Language Models For Time Series Using Symbolic Approximation
g4VGwNqzpB	3,3,3           	3.0 	HENP: Dynamic Pruning via Neuron Entropy
bdFzyzf4Qx	3,3,3           	3.0 	A Q-learning approach to the Lowest Unique Positive Integer game
XhdckVyXKg	3,3,3,3         	3.0 	Toward Foundation Model for Multivariate Wearable Sensing of Physiological Signals
mJ8k81O5BF	3,5,3,1         	3.0 	IMPROVING LOW-BIT POST TRAINING QUANTIZATION: A DATA-FREE APPROACH
gDZd8UGaxS	1,3,3,5         	3.0 	ProCEED: Prototype Consolidation and Ensemble-based Exemplar-Free Deep Incremental Learning
Xe6UmKMInx	3,5,1,3         	3.0 	Latent Diffusion with LLMs for Reasoning
iv6Sw43IMl	3,3,3,3,3       	3.0 	Parameter Monte Carlo Tree Search: Efficient Chip Placement via Transfer Learning
Xagys9QD3T	3,3,5,1         	3.0 	Pseudo-Probability Unlearning: Towards Efficient and Privacy-Preserving Machine Unlearning
XYuWS3nrw3	1,5,3           	3.0 	Redefining Temporal Modeling in Video Diffusion: The Vectorized Timestep Approach
XWb6dPuhmC	3,3,3,3         	3.0 	DUAL-TASK VAE FOR NODE-LEVEL DATA AUGMENTATION
1dDxMPJy4i	3,5,3,1         	3.0 	Nonparametric Expert DAG Learning with Accurate Edge Strengths and Realistic Knowledge Incorporation
g3D27bfmrf	3,3,3,3         	3.0 	CASD: Enhancing Generation Accuracy via Context-Aware Speculative Decoding
fO0YO9giQV	3,3,3,3         	3.0 	AnyECG: Foundational Models for Electrocardiogram Analysis
YHDY5uXOSN	5,3,1           	3.0 	VARIATIONAL DIFFUSION CHANNEL DECODING: A ULTRA-LOW-COST NEURAL CHANNEL DECODER
YK8eO7BEkJ	3,3,3           	3.0 	An Empirical Study on Normalization in Mamba
fSxiromxAq	3,5,1,3         	3.0 	Sparse Causal Model: A Novel Approach for Causal Discovery and Attributions on Sparse Dataset
fTdhM7q1o2	3,3,3,3         	3.0 	Reward Learning From Preference With Ties
0aTIvSJ83I	3,3,3,3         	3.0 	Agnostic Sharpness-Aware Minimization
ZDoaLbOFaP	5,3,3,1         	3.0 	Sparse Covariance Neural Networks
llW4qRsF0o	1,1,5,5         	3.0 	Physics-Transfer Learning: A Framework to Address the Accuracy-Performance Dilemma in Modeling Complexity Problems in Engineering Sciences
fdvSCcB7i8	3,3,3           	3.0 	Feature Level Instance Attribution
feykAFeSfq	3,3,3,3         	3.0 	LayoutRL: A Reinforcement Learning-Based Approach to Keyboard Layout Optimization
j83R1R3euh	3,3,3,3         	3.0 	LEVERAGING LEARNING RATE GRADIENTS FOR AUTOMATIC LEARNING RATE SELECTION
ZGqlkqAt18	3,3,3,3         	3.0 	Diffusion-Guided Safe Policy Optimization From Cost-Label-Free Offline Dataset
Yc4zTbR8no	1,5,3,3         	3.0 	WaveFormer: Leveraging Wavelet Transformation for Multi-Scale Token Interactions in Hierarchical Transformers
eG56H9teXv	3,3,3           	3.0 	Neural Fingerprints for Adversarial Attack Detection
YHUOaIbFby	3,5,1,3         	3.0 	Problem-dependent Quantum Circuit Design Based on Entropy Matching
1olDGAXncb	3,3,3           	3.0 	$f$-Divergence Policy Optimization in Fully Decentralized Cooperative MARL
lvhEptUoFF	3,3,3           	3.0 	Recursive Abstractive Processing for Retrieval in Dynamic Datasets
bESxQeXTlo	3,5,1           	3.0 	CLIP-LAD: Unleash the Potential of CLIP for Few-shot Logical Anomaly Detection
0YkZe9nwiC	3,3,3,3,3       	3.0 	Self-Informed Generative Active Learning
j7OAzA9DQd	3,3,3,3         	3.0 	Longitudinal Ensemble Integration for sequential classification with multimodal data
fkNsgI1nye	3,5,1           	3.0 	Secure Diffusion Model Unlocked: Efficient Inference via Score Distillation
bEvI30Hb2W	3,3,3,3         	3.0 	LVM-NET: Efficient Long-Form Video Reasoning using neural sampling
zkNCWtw2fd	3,3,3           	3.0 	Synergistic Approach for Simultaneous Optimization of Monolingual, Cross-lingual, and Multilingual Information Retrieval
fmHS8aBfuH	3,3,3,3         	3.0 	DIESEL - Dynamic Inference-Guidance via Evasion of Semantic Embeddings in LLMs
kp8T7G9hIh	3,3,3,3         	3.0 	TDR-HGN:Residual-enhanced heterogeneous graph networks for topology-driven feature completion
m1bbeUqg3V	1,3,5,3         	3.0 	HyperPg - Prototypical Gaussians on the Hypersphere for Interpretable Deep Learning
bKswCSYkKq	3,3,3,3         	3.0 	Neuron-level Balance between Stability and Plasticity in Deep Reinforcement Learning
ZK1NnjpjEs	3,3,3,3,3       	3.0 	Improving the Language Understanding Capabilities of Large Language Models Using Reinforcement Learning
ds3Tcnrte8	3,3,3           	3.0 	Question-Aware Knowledge Graph Prompting for Large Language Models
ZVOGMy8Sd8	3,3,3,3         	3.0 	Knowledge Enhanced Image Captioning for Fashion Products
1ctV3yry3B	3,3,5,3,1       	3.0 	MazeNet: An Accurate, Fast, & Scalable Deep Learning Solution for Steiner Minimum Trees
2HN97iDvHz	3,3,3           	3.0 	LLM-Powered Predictive Decision-Making for Sustainable Data Center Operations
gcEhF4nuYI	3,3,3,3         	3.0 	FTP: A Fine-grained Token-wise Pruner for Large Language Models via Token Routing
2HdZPEQUig	3,5,3,1         	3.0 	Efficient Object-Centric Learning for Videos
W4q7cwRCwg	3,3,3,3         	3.0 	Beyond Layers: A Global Message-Passing Mechanism for Heterophilic Graphs
W4djmqKZC6	3,3,3,3,3       	3.0 	Pixel-Aware Accelerated Reverse Diffusion Modeling
2JXe3RprGS	3,3,3           	3.0 	Turn-by-Turn Driving Navigation: Leveraging Sequence Model for Real-time Audio Instructions
VtP7CamOR5	3,3,3,3         	3.0 	Mamba Neural Operator: Who Wins? Transformers vs. State-Space Models for PDEs
fHqwCsDK1z	3,3,3           	3.0 	Conditioning on Time is All You Need for Synthetic Survival Data Generation
ZkDgQ2PDDm	3,3,3           	3.0 	$\alpha$-Divergence Loss Function for Neural Density Ratio Estimation
ZDoN4W5s8d	3,3,3           	3.0 	Lossgate: Incomplete Information and Misaligned Incentives Hinder Regulation of Societal Risks in Machine Learning
Vszt1FDElj	3,3,3,3         	3.0 	Coarsening to Conceal: Enabling Privacy-Preserving Federated Learning for Graph Data
2H6KhX1kJr	3,3,3,3         	3.0 	Transformers and slot encoding for sample efficient physical world modelling
mzJAupYURK	1,3,3,5         	3.0 	Stable Consistency Tuning: Understanding and Improving Consistency Models
2L7KQ4qbHi	3,1,3,5         	3.0 	Concept forgetting via label annealing
iiK1vNRo6I	3,3,3,3         	3.0 	Semi-Supervised Neural Network Model For Quadratic Multiparametric Programming
diKykN0Yaa	3,3,3,3         	3.0 	Memory-Pruning Algorithm for Bayesian Optimization with Strict Computational Cost Guarantees
eRduvBHLQ1	3,3,3,3         	3.0 	Online Auction for Ads and Organics
fHNpXyhrTC	3,3,3,3         	3.0 	Preference-based Credit Assignment for Reinforcement Learning with Delayed and Noised Rewards
1959usnw3Z	3,3,3,3         	3.0 	Chordal Graph Sampling-Based Mini-batch Training Algorithm for Large Graphs
lUyYX9VFgA	1,3,3,5         	3.0 	Code-of-thought prompting: Probing AI Safety with Code
n2xueVy5ek	3,3,3           	3.0 	Evaluating Large Language Models' Capability to Conduct Cyberattacks On Embedded Devices
c87QZPTVVm	5,3,1,3         	3.0 	Think Beyond Size: Dynamic Prompting for More Effective Reasoning
VSVQljJU5N	3,3,3,3         	3.0 	Diffusion Minimization and Sheaf Neural Networks for Recommender Systems
lT7Wq8qEvT	1,1,3,5,5       	3.0 	Distributionally Robust Surface Reconstruction from Sparse Point Clouds
ijwYWoChN9	3,3,3           	3.0 	Domain Shift Tuning over Knowledge Gap
kvCKoKfqTd	3,5,1,3         	3.0 	Non-Commutative Spectral Geometry for Adaptive Quantum-Classical Drug-Target Interaction Prediction
zB6uMznFuZ	3,3,1,5         	3.0 	TimeAutoDiff: Generation of Heterogeneous Time Series Data via Latent Diffusion Model
miIE56qM10	3,3,3,3,3       	3.0 	Lookers-On See Most of the Game: An External Insight-Guided Method for Enhancing Uncertainty Estimation
XCugWIuHR8	3,3,3,3         	3.0 	Convex Distillation: Efficient Compression of Deep Networks via Convex Optimization
0qfIhtel8N	3,3,3           	3.0 	Liquid Dino: A Multi-Task Neural Network towards Autonomous Driving
kf9phcBvQ5	3,3,3,3         	3.0 	Replay can provably increase forgetting
lbe3BiDCQr	3,3,3,3         	3.0 	CheckEmbed: Effective Verification of LLM Solutions to Open-Ended Tasks
laKmMbx6x4	3,3,1,5,3       	3.0 	Revisiting the expressiveness of CNNs: a mathematical framework for feature extraction
adSdHgWGBB	3,3,3,3         	3.0 	Generate-then-Test: Automated Test Case Generation for WebAssembly Using Large Language Models
kc3QtI6NBF	3,3,3,3         	3.0 	Actionable Inverse Classification with Action Fairness Guarantees
Wv9Gl1bFbc	3,3,3           	3.0 	Dynamic Self-Distillation via Previous Mini-batches for Fine-tuning Small Language Models
mc97L2QVIa	3,3,3           	3.0 	Offline Multi-agent Reinforcement Learning with Sequential Score Decomposition
zuKrRYM3Tg	1,5,3,3         	3.0 	Quantized Approximately Orthogonal Recurrent Neural Networks
dp1BH2bK4Y	3,3,3           	3.0 	Re-TASK: Revisiting LLM Tasks from Capability, Skill, and Knowledge Perspectives
WhIuLQWCWS	3,3,3           	3.0 	Differentially Private Federated $k$-Means with Server-Side Data
kbSU5bwoRv	3,3,3,3,3       	3.0 	SaMoye: Zero-shot Singing Voice Conversion Model Based on Feature Disentanglement and Enhancement
dnU9bGgSZ5	3,3,3,3,3       	3.0 	Jointly Optimizing Wirelength and Thermal Fields for Chip Placement
ioOgrS0UKx	3,3,1,5         	3.0 	PlicoTabTransformer: Folding Tabular Embeddings Into M Vectors
ZZVOrId3yN	1,3,3,5         	3.0 	CrossModalNet: Multimodal Medical Segmentation with Guaranteed Cross-Modal Flow and Domain Adaptability
kqtWI3l8jM	3,5,3,1         	3.0 	Mimicking Human Intuition: Cognitive Belief-Driven Q-Learning
WVVu6B8knx	3,3,3,3         	3.0 	Supervised Batch Normalization
WVLBWiKxjM	3,3,1,3,5       	3.0 	Deep Learning for Micro-Scale Crack Detection on Imbalanced Datasets Using Key Point Localization
lZRRfupxYn	3,3,3           	3.0 	A new perspective on applying mesoscience to explore the model generalizability
zUlK1qMIcE	3,3,3           	3.0 	Active partitioning: inverting the paradigm of active learning
ZbOSRZ0JXH	3,3,3,3,3       	3.0 	Beyond Finite Data: Towards Data-free Out-of-distribution Generalization via Extrapolation
WT2bL7sCM1	3,3,3,3         	3.0 	Revisit, Extend, and Enhance Hessian-Free Influence Functions
WRKVA3TgSv	3,3,3,3         	3.0 	Can Large Language Models Effectively Modify Graphs?
gaa7gWPZBz	3,3,3           	3.0 	Mitigating Privacy Risk of Adversarial Examples with Counterfactual Explanations
ZxQD6oYIOm	3,3,3,3         	3.0 	Cross-Cultural Recipe Transformation via Neural Network and Encoder-Based Models
ehlZFDxwJo	3,3,3,3         	3.0 	PERSONALIZED FEDERATED PARTIAL LABEL LEARNING
UoGv8d3MMy	3,3,3,3,3       	3.0 	MCCE: Missingness-aware Causal Concept Explainer
6Mdvq0bPyG	3,3,3           	3.0 	EfficientQAT: Efficient Quantization-Aware Training for Large Language Models
KAWlH5pfQu	1,3,5,3,3       	3.0 	Detecting Adversarial Examples
KBixkDNE8p	3,3,3,3,3       	3.0 	MIND SCRAMBLE: UNVEILING LARGE LANGUAGE MODEL PSYCHOLOGY VIA TYPOGLYCEMIA
4bOCP1GtX4	3,3,3           	3.0 	WenXinGPT: A Multimodal Conversational Model for Enhancing Orthopedic Expert Consultations
KK29oh8jZs	1,3,5,3         	3.0 	IN the known, OUT of the ordinary: Probing OOD detection methods with Synthetic datasets.
CX0Z5c0LbN	3,3,3,3,3       	3.0 	Challenging the Counterintuitive: Revisiting Simple Likelihood Tests with Normalizing Flows for Tabular Data Anomaly Detection
rcmhydaEJp	3,3,3           	3.0 	Flow-based imputation of small data
uuCcK4cmlH	3,3,3           	3.0 	IDS-Agent: An LLM Agent for Explainable Intrusion Detection in IoT Networks
KWo4w1UXs8	3,3,3           	3.0 	GUNet: A Graph Convolutional Network United Diffusion Model for Stable and Diversity Pose Generation
razAcpFapu	3,5,1,3,3       	3.0 	KAN See Your Face
rZzcaduYU1	1,3,3,5         	3.0 	Score-Based Neural Processes
KaYXsoCxV7	3,3,3,3         	3.0 	ViMoE: An Empirical Study of Designing Vision Mixture-of-Experts
KdR88Qskmw	3,1,5,3         	3.0 	The Contraction Property of Pooling Layer
C9pndmSjg6	1,3,5,3,3       	3.0 	Advancing Portfolio Optimization: Hybrid Relaxation and Heuristic Approaches for Cardinality-Constrained MIQP Problems
